IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,PID,treatment,read timer_First Click,read timer_Last Click,read timer_Page Submit,read timer_Click Count,exp timer_First Click,exp timer_Last Click,exp timer_Page Submit,exp timer_Click Count,allocate1,allocate2,allocate3,timer token First Click,timer token Last Click,timer token Page Submit,timer token Click Count,why,timer why First Click,timerwhyLast Click,timerwhyPage Submit,timer whyClick Count,mancheck1,norms,norms timer_First Click,norms timer_Last Click,norms timer_Page Submit,norms timer_Click Count,EE1,belief timer First Click,belief timer Last Click,belief timer Page Submit,belief timer Click Count,RiskBattery_1,IE-4 LOC_1,IE-4 LOC_2,IE-4 LOC_3,IE-4 LOC_5,DUREL 1_1,DUREL 2,durel 3_1,durel 3_2,durel 3_3,heart,Age,politics,religaffil,otherreligion,arm,Total approvals,Age2,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
172.59.187.3,350,8/24/26 11:03,R_7PB7To4tluMM0Zn,41.8483,-87.6517,6757069f8e2b810b4fabd66b,c,3.481,3.481,27.506,1,0,0,1.975,0,60,30,10,12.2,15.33,18.032,2,There is no proof available to know with certainty the nature of the creation of the universe A direct creator makes more sense than the alternative and religion has thousands of years of history,8.476,8.476,108.833,1,3,2,5.316,13.051,14.076,4,39,30.839,30.839,31.667,1,24,4,1,3,5,0,2,3,3,2,1,47,51,1,Lutheran,1,5321,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
24.0.140.208,245,8/24/26 11:07,R_132Oe4rynahCyvc,39.5593,-74.2432,693ecb243296d4f4d9e38818,c,0,0,15.851,0,0,0,2.093,0,5,40,55,4.419,14.148,14.719,4,Im not sure and am not an expert or really have an opinion but i do have an open mind So can there be something greater prob yes is there one prob yes where is it who knows,1.15,49.237,49.539,2,3,4,5.591,15.945,16.723,3,55,3.689,4.057,7.37,2,68,3,2,5,3,0,1,5,5,5,1,47,47,11,none,1,4603,47,Male,White,United States,United States,United States,English,No,Full-Time
173.185.87.224,400,8/24/26 11:03,R_1uOgvHI1GziGE4j,35.5039,-80.6338,6942b9546065aeb7e30fd87a,c,0,0,32.318,0,0,0,1.931,0,10,60,30,15.461,43.101,51.862,7,I feel that as humans we are always trying to look for reasons or patterns for why things happen or signs from beyond once they do happen But in reality its just how tuned in we are at the moment and what story we need to tell ourselves for us to cope with life There are too many variables at play to say that there is a direct plan from someone in the literal sense Thats why I feel its important to enjoy life and be grateful for the things and small moments we do have,4.396,179.684,181.557,18,2,3,7.005,13.039,13.961,2,30,6.992,6.992,8.846,1,5,2,3,2,2,0,1,3,5,5,1,33,63,10,none,1,2820,33,Female,White,United States,United States,United States,English,No,Other
71.87.150.243,321,8/24/26 11:01,R_1b35lxASGsgQjwH,34.9197,-82.2915,69517812a9042b183ebc818f,c,2.927,34.795,53.624,3,0,0,1.296,0,10,65,25,32.989,52.347,56.356,5,Honestly I think science explains a lot about the universe but theres also uncertainty as well I always leave a little room for a higher power though just in case although Im not religious,1.044,24.377,44.878,2,3,4,2.192,13.929,14.506,5,65,8.54,8.54,9.008,1,55,3,4,4,2,0,1,4,5,5,1,38,60,11,I dont really prescribe to a religion but I always just try to live by the motto of treating others how I want to be treated I hope there is a higher power but its very hard for me to believe so without proof,1,5197,38,Female,White,United States,United States,United States,English,No,Part-Time
99.127.255.104,254,8/24/26 11:01,R_1IQtKvDlDhl7HbW,39.1714,-87.1937,695fbf46a18461984feb824f,c,0,0,3.438,0,0,0,0.962,0,10,60,30,118.488,130.44,130.748,4,,2.91,2.91,2.914,1,2,4,5.161,13.264,14.118,2,40,3.788,3.788,5.1,1,10,3,4,3,3,0,1,5,5,5,1,27,75,11,,1,1920,27,Female,White,United States,United States,United States,English,No,Part-Time
73.101.104.35,388,8/24/26 11:06,R_3iAUnjU4c8vgfwR,40.9009,-77.772,695fd76cdc573c0c342fa134,c,1.602,1.602,68.35,1,0,0,2.018,0,30,20,50,12.596,21.067,25.806,3,The universe and if theres a greater power at hand is really a mystery that I dont think humans will ever fully understand in this lifetime We dont find out until death is there truly is a purpose to it all or not Though my next thought is everything is so well created that I think it has to have an exact origin My logical mind says it is all natural and a bunch of coincidences made it all exist I broke my tokens up according to this thought process,3.719,93.436,93.925,2,3,5,4.65,10.645,12.71,3,38,7.203,7.203,8.107,1,31,2,4,5,2,0,2,5,5,5,1,38,91,11,I dont like religion at all and I dont know if theres a higher power or not,1,3684,38,Female,White,United States,United States,United States,English,No,Full-Time
172.56.70.132,445,8/24/26 11:04,R_3OqpeSqnAUWla2f,33.8231,-84.3258,695ff237e1c9499deab1146d,c,29.679,34.079,46.902,10,0,0,1.815,0,10,35,55,2.891,24.499,38.73,12,I think it is more likely that the universe is a product of physics and random events converging to create its phenomen than being a product of an all encompassing entity that guides its evolution That said I believe we do not know enough about the universe to be sure of this which is why I allocated 50 tokens to this answer and a few tokens to the notion that the universe could be guided and influenced by a supreme being,1,141.24,144.061,6,3,4,4.104,10.608,17.052,2,33,3.158,9.447,14.827,3,45,2,3,4,3,0,1,3,5,5,1,43,65,6,I am a non practicing Jew,1,4131,46,Female,White,United States,United States,United States,English,No,Full-Time
69.251.96.242,416,8/24/26 11:04,R_11arbJfaYix7QTn,38.9609,-77.3429,69602d86d5c83a79d9b816d1,c,0,0,55.403,0,0,0,2.075,0,20,10,70,5.368,39.243,46.586,7,I believe that this question is unknowable so directed a majority of my tokens to the agnostic statement I am religious and do have some personal beliefs so I directed a small amount to this statement and I placed the remaining 10 tokens in the final negative statement,6.908,6.908,101.82,1,4,3,12.932,26.074,27.102,2,65,15.193,15.193,16.101,1,75,2,4,4,2,1,4,1,3,4,1,60,15,5,Im an Episcopalian,1,1130,61,Male,White,United States,United States,United States,English,No,Other
73.115.149.66,333,8/24/26 11:01,R_5rig4sF73Ost6V2,29.5422,-95.3212,6961a98f6857fef40d0c0a6c,c,5.196,5.749,11.755,2,0,0,1.549,0,20,20,60,5.151,65.706,72.405,5,I look at the universe through a practical lens science and physical laws clearly govern how things work day to day but the sheer order scale and complexity of reality make it hard to believe it all just happened by total accident While I recognize we cant empirically prove what started it all my gut and everyday intuition lean toward there being some underlying purpose or design behind existence even if we cant fully grasp it,29.128,29.128,31.067,1,1,4,32.518,52.479,53.109,3,60,28.829,28.829,29.518,1,30,2,3,4,2,3,1,2,2,2,1,31,40,1,Im a Christian My faith is a big part of my life and how I see the world,1,535,31,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
76.167.83.187,717,8/24/26 11:08,R_3KHkF3XNp4tULpq,34.029,-118.4005,697d24ec78d87cc0203076c5,c,0,0,93.711,0,0,0,5.464,0,80,10,10,18.63,18.63,30.417,1,Even scientist have now said that only a supreme indigence could have created the universe Extremely precise to be anything else everything is in an exact order and is defendant on each other,8.276,235.365,239.784,9,5,1,14.134,55.67,62.305,2,70,18.007,18.007,19.13,1,81,1,5,4,3,4,6,1,1,1,1,83,90,2,The total belief in God,1,2379,83,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
107.202.3.82,901,8/24/26 11:10,R_111uzNq1IIn9sfP,38.2655,-85.5621,698345c12b552de895d667d0,c,0,0,49.13,0,0,0,3.669,0,20,25,55,24.322,53.688,59.265,3,I believe that there are nearly equal arguments for a higher power random science There are enough mysteries and coincidences to suggest a higher power at work But on that same line of logic you could argue that humans just dont have the knowledge needed to understand the science at work,12.144,12.144,231.871,1,3,3,99.971,111.971,113.076,2,52,7.98,7.98,9.468,1,71,2,5,4,4,0,2,2,4,4,1,42,100,13,I believe in a higher power energy I believe many prophets that surround modern religion existed and did good works I also believe that that these works and the direction of God has been skewed by imperfect humans with limited world knowledge and or to meet personal political agendas So I have a relationship with and reverence for a higher energy ancestors and nature,1,75,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
38.148.184.165,435,8/24/26 11:07,R_7u7UoyRrcPdYslb,39.7361,-94.819,698a55fca47516446100a19e,c,83.987,83.987,90.272,1,0,0,1.105,0,10,80,10,3.384,14.66,18.41,8,Mostly science says that there isnt a great designer It came into being with a big bang and is that way created rather than having an intelligent designer Theres also the possibility for half way measures with a creation event without a creator,1.197,140.823,143.096,9,2,4,4.346,11.642,14.791,2,38,6.695,11.279,12.277,2,17,2,3,2,2,4,3,4,2,4,1,44,100,1,I practice what a hippy Jesus would practice I am a liberal Christian who believes in tolerance and diversity and love,1,3552,44,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
24.129.251.5,339,8/24/26 11:08,R_3sttqKsRpTM2LnK,42.1114,-77.9422,6994834724365bd13ab86d51,c,10.831,10.996,24.545,2,0,0,1.2,0,20,40,40,1.501,13.695,26.653,8,That is what I believe would be the best way to distribute them to make it fair I think they all should be tested just about equal,5.515,6.053,39.8,3,4,3,4.915,11.819,12.402,6,35,8.254,8.254,9.2,1,76,2,4,5,2,16,2,3,3,3,1,39,52,2,Catholic,1,1879,40,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
48.45.237.175,869,8/24/26 11:12,R_7plkZkyJtUkogdX,37.751,-97.822,69963fa97606bb3a27603d6flio,c,0,0,3.188,0,0,0,2.221,0,35,35,30,13.09,40.291,44.658,5,I distributed the tokens 35% 35% and 30 % because I wanted the first two options to receive equal importance while still giving the third option a meaningful share The distribution reflects a balance between fairness priority and keeping some flexibility,90.669,280.707,284.413,2,3,4,27.663,79.944,81.003,2,90,13.375,13.375,14.421,1,87,1,1,4,4,0,1,2,2,4,1,22,50,1,christian,1,1238,22,Female,Black,United States,United States,United States,English,Yes,Part-Time
66.190.167.214,301,8/24/26 11:04,R_1QALoF6PZU5IlsS,33.553,-84.2338,699893abccd316276b21257d,c,0.862,0.862,31.466,1,0,0,1.829,0,40,20,40,6.741,27.493,29.12,3,I identify as Catholic I believe in the truth of the Catholic Church but at the same time I acknowledge the truth of other beliefs I dont think that is truly possible for us to be completely certain So I guess I am an Agnostic Catholic,2.583,12.439,73.539,2,3,3,9.559,21.836,23.336,4,40,10.372,10.372,11.534,1,30,4,1,3,3,4,6,3,2,2,1,37,75,2,Roman Catholic,1,470,37,Female,White,United States,United States,United States,English,No,Full-Time
172.56.163.101,420,8/24/26 11:15,R_6tnaj8O3FR6gpbC,40.7035,-73.9235,69a6ff98b75d30774fa1930d,c,0.958,28.609,49.301,8,0,0,1.2,0,80,0,20,15.096,41.608,42.185,7,i believe in one God and that He has the power to do everything though some fthe thingsare unknown to us but He knows the best and is in control of everything,2.804,115.035,115.464,4,4,2,3.042,22.462,23,7,60,6.099,6.099,6.778,1,72,3,4,4,3,3,5,1,1,4,1,40,71,7,Islam,1,2919,40,Female,Asian,Pakistan,United States,United States,Urdu,No,Part-Time
172.58.1.94,312,8/24/26 11:05,R_1j9z7sQKZawcoLA,33.7574,-84.4236,69ac82ae94c6c87d2180547f,c,0,0,38.564,0,0,0,3.245,0,33,34,33,2.457,13.633,19.029,3,Given the very nature of the question we will never know I personally believe that life is a random occurrence Thats more than likely wrong Theres no way to know hence why I spread the points evenly,2.682,65.705,67.222,10,1,1,41.122,52.409,53.231,2,33,8.635,8.635,9.385,1,25,1,3,3,3,1,1,1,1,1,1,33,50,1,Christian,1,1010,33,Male,Black,United States,United States,United States,English,No,Part-Time
72.66.101.114,478,8/24/26 11:06,R_5L4PXNt1pmOLsd6,38.9841,-77.3672,69b0666b647ba8daed82d623,c,0,0,64.961,0,0,0,2.344,0,78,12,10,4.7,4.7,8.093,1,I believe that a Higher Power exists and we are put here to learn about love and life lessons Everything in the universe is related to one another and we are one We feel like we are not one because we forget and we exist here on Earth to remember again,6.218,6.218,151.709,1,5,5,8.166,24.043,25.382,2,75,14.52,14.52,15.534,1,20,3,4,4,5,0,4,1,2,2,1,54,80,8,philosophy of life to be peaceful and mindful,1,2007,54,Female,Asian,Lao People's Democratic Republic,United States,United States,English,No,Part-Time
174.250.2.181,343,8/24/26 11:02,R_7IVKLtPPJ0x2Fkx,39.361,-76.5891,69b0934a603246b85283b91a,c,2.297,18.485,18.963,4,0,0,1.596,0,60,20,20,16.924,42.823,48.236,5,We all have free will and our actions have a big impact However some random or natural events occur,4.605,4.605,91.152,1,3,4,7.01,18.372,18.861,5,50,7.485,7.485,8.006,1,30,3,3,4,3,2,2,2,2,3,1,40,70,2,Practicing,1,490,40,Female,White,United States,United States,United States,English,No,Full-Time
76.174.112.111,434,8/24/26 11:02,R_7Xruv19sqKac9uV,33.8259,-118.2956,69b306d0aabcb968f7ca7ec5,c,0,0,29.868,0,0,0,2.284,0,0,20,80,27.336,30.981,31.623,3,I chose to put most of my tokens 80 on unknowable because it can not be scientifically prove that how the universe began I gave rest of the tokens 20 to undirected since the physical laws naturally govern how things work,39.074,158.278,165.995,7,1,4,14.801,15.708,17.492,2,34,15.842,17.433,19.537,2,65,1,4,5,1,0,1,5,5,5,1,47,50,10,None,1,5687,47,Male,Asian,Korea,United States,Korea,Korean,No,Full-Time
165.155.48.253,188,8/24/26 11:00,R_7pG5nCLHOJwuL1A,40.7035,-73.9235,69b79896ecadbfad822286f7,c,5.292,5.292,9.386,1,0,0,1.857,0,100,0,0,11.342,13.842,14.501,2,In my understanding there is a more powerful being than anything we have ever seen a god who has created everything that we know but a god that we have not seen yet,1.883,46.349,46.358,7,3,3,1.297,2.799,3.401,4,20,2.879,7.964,7.981,5,70,3,3,3,3,1,1,3,3,3,1,21,11,1,Christian,1,1629,21,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
166.205.87.135,356,8/24/26 11:05,R_6XIQEaYIk831QaZ,37.7201,-122.4414,69c1a342cc602f8c5679f10e,c,2.122,28.25,28.851,3,0,0,1.178,0,45,45,10,1.235,6.368,17.593,3,The universe is guided by direct and undirect origin due to the fact that some of the sciences we as a human cannot find the cause The reason behind the rating is we need to learn or discover more sources,0.955,16.385,105.285,3,4,3,2.053,6.699,7.089,7,46,1.106,3.805,4.471,3,51,4,3,3,3,15,3,4,3,4,1,41,92,8,Buddhist,1,2752,41,Female,Asian,United States,United States,United States,English,No,Full-Time
71.44.163.40,284,8/24/26 11:03,R_6isdwi3DW4l427c,32.5908,-86.216,69c1cc91d4f2f932e6077822,c,12.336,12.336,64.599,1,0,0,1.642,0,0,50,50,1.591,3.578,5.28,2,Well I dont really believe in any religions I would say Im agnostic therefore Im unsure if theres a god or not and same with the big bang theory I dont lean over there either,4.716,4.716,60.354,1,3,3,4.517,19.237,20.087,3,70,6.723,6.723,8.349,1,100,1,5,5,1,0,1,5,5,5,1,18,50,11,Agnostic,1,735,18,Male,Mixed,United States,United States,United States,English,No,Full-Time
50.200.222.74,228,8/24/26 11:05,R_1c4GRlKBt5kzAIx,26.1355,-80.2347,69c54b371098edb6d92f1cdb,c,6.745,6.745,7.078,1,0,0,1.334,0,0,0,100,11.109,12.485,14.75,3,I think the nature of the Universe is not understandable or tangible I think it is something that the human mind cant comprehend it surpasses our ability to make limited sense of the world around us,1.496,2.472,55.659,3,3,4,3.389,16.948,17.586,4,71,7.301,7.301,7.968,1,53,1,2,5,3,0,4,5,2,2,1,28,51,13,I believe in facets of several different religions,1,825,28,Female,White,United States,United States,United States,English,Yes,Full-Time
75.194.38.95,216,8/24/26 11:00,R_5pigEJnsgA55ZtC,41.5335,-87.8931,69c5915a7ea736a741709ca4,c,6.631,12.845,13.324,5,0,0,0.863,0,20,45,35,3.132,16.649,17.003,8,Because theres no explanation behind our very existence no matter what technology how masterful or intelligent we get well never fully understand the truth of existence,1.22,1.22,27.325,1,3,5,9.013,18.314,18.847,6,30,4.155,8.649,9.265,3,65,2,5,5,2,0,1,5,5,5,1,30,14,13,N A dont have a particular religion just spiritual and believing in whatever is new,1,3704,30,Male,Mixed,United States,United States,United States,English,No,Full-Time
73.121.183.53,351,8/24/26 11:01,R_1vE6e2ptYX7XZcd,35.9819,-84.0019,69cec741c829a5fb4fc4597b,c,0,0,25.831,0,0,0,1.506,0,60,20,20,11.73,23.706,26.09,3,I personally do believe in a higher power that is beyond our human comprehension So I allocated the majority of my tokens to the higher power option Then I divided the remainder of my tokens between the fact that the answer to this question is ultimately unknowable and to the third option acknowledging that the universe does conform to laws that seem to work without divine intervention,1.772,68.171,107.414,3,3,3,4.504,11.192,12.551,2,40,6.4,6.4,7.58,1,21,3,3,4,1,11,2,2,2,4,1,47,95,1,United Church of Christ Progressive Christianity with an emphasis on social justice,1,931,47,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
70.173.76.87,486,8/24/26 11:04,R_7J1ooz7aiXHPwAN,35.9025,-115.1789,69cf022c5a62f17b70fa29be,c,0,0,58.474,0,0,0,3.121,0,90,0,10,31.452,44.899,58.901,5,I distributed 10 tokens Unkowable Sometimes there are questions regarding the nature of reality I gave 90 tokens that the universe is based on a higher source,4.815,4.815,131.578,1,5,1,15.7,26.494,28.401,2,80,21.077,21.077,21.994,1,25,1,3,5,1,2,4,4,5,4,1,67,65,1,Baptist,1,1163,67,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
